Provider,service_name,application_service,Cost,Environment,Team,Date,Account_ID
MongoDB,atlas_cluster,checkout-api,2.2775,prod,payments,2026-07-18T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3550,prod,payments,2026-07-18T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3485,prod,payments,2026-07-18T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2530,prod,payments,2026-07-18T12:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2672,prod,payments,2026-07-18T13:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2742,prod,payments,2026-07-18T14:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.1847,prod,payments,2026-07-18T15:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6231,prod,payments,2026-07-18T16:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2152,prod,payments,2026-07-18T17:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3754,prod,payments,2026-07-18T18:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.1849,prod,payments,2026-07-18T19:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2307,prod,payments,2026-07-18T20:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5933,prod,payments,2026-07-18T21:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3552,prod,payments,2026-07-18T22:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4071,prod,payments,2026-07-18T23:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4664,prod,payments,2026-07-19T00:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5986,prod,payments,2026-07-19T01:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3445,prod,payments,2026-07-19T02:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5060,prod,payments,2026-07-19T03:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4128,prod,payments,2026-07-19T04:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3623,prod,payments,2026-07-19T05:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.1741,prod,payments,2026-07-19T06:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2925,prod,payments,2026-07-19T07:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2068,prod,payments,2026-07-19T08:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5911,prod,payments,2026-07-19T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5228,prod,payments,2026-07-19T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5149,prod,payments,2026-07-19T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3932,prod,payments,2026-07-19T12:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2778,prod,payments,2026-07-19T13:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2966,prod,payments,2026-07-19T14:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4238,prod,payments,2026-07-19T15:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5278,prod,payments,2026-07-19T16:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2559,prod,payments,2026-07-19T17:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6211,prod,payments,2026-07-19T18:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6167,prod,payments,2026-07-19T19:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.1893,prod,payments,2026-07-19T20:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3324,prod,payments,2026-07-19T21:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5881,prod,payments,2026-07-19T22:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4271,prod,payments,2026-07-19T23:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3962,prod,payments,2026-07-20T00:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2970,prod,payments,2026-07-20T01:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6919,prod,payments,2026-07-20T02:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7650,prod,payments,2026-07-20T03:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6666,prod,payments,2026-07-20T04:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3747,prod,payments,2026-07-20T05:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4350,prod,payments,2026-07-20T06:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4438,prod,payments,2026-07-20T07:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3871,prod,payments,2026-07-20T08:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4163,prod,payments,2026-07-20T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7847,prod,payments,2026-07-20T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3294,prod,payments,2026-07-20T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4668,prod,payments,2026-07-20T12:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3469,prod,payments,2026-07-20T13:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3760,prod,payments,2026-07-20T14:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3810,prod,payments,2026-07-20T15:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4197,prod,payments,2026-07-20T16:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7920,prod,payments,2026-07-20T17:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4307,prod,payments,2026-07-20T18:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4620,prod,payments,2026-07-20T19:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6696,prod,payments,2026-07-20T20:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4049,prod,payments,2026-07-20T21:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7541,prod,payments,2026-07-20T22:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5671,prod,payments,2026-07-20T23:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6542,prod,payments,2026-07-21T00:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3655,prod,payments,2026-07-21T01:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7536,prod,payments,2026-07-21T02:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5575,prod,payments,2026-07-21T03:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3765,prod,payments,2026-07-21T04:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7031,prod,payments,2026-07-21T05:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6318,prod,payments,2026-07-21T06:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3361,prod,payments,2026-07-21T07:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3418,prod,payments,2026-07-21T08:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3434,prod,payments,2026-07-21T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.8060,prod,payments,2026-07-21T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6527,prod,payments,2026-07-21T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4881,prod,payments,2026-07-21T12:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6806,prod,payments,2026-07-21T13:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3849,prod,payments,2026-07-21T14:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4585,prod,payments,2026-07-21T15:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3762,prod,payments,2026-07-21T16:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7448,prod,payments,2026-07-21T17:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4810,prod,payments,2026-07-21T18:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4721,prod,payments,2026-07-21T19:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6739,prod,payments,2026-07-21T20:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5517,prod,payments,2026-07-21T21:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4939,prod,payments,2026-07-21T22:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3834,prod,payments,2026-07-21T23:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6357,prod,payments,2026-07-22T00:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6254,prod,payments,2026-07-22T01:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6815,prod,payments,2026-07-22T02:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6818,prod,payments,2026-07-22T03:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3268,prod,payments,2026-07-22T04:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4806,prod,payments,2026-07-22T05:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5617,prod,payments,2026-07-22T06:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6718,prod,payments,2026-07-22T07:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3630,prod,payments,2026-07-22T08:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7659,prod,payments,2026-07-22T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6264,prod,payments,2026-07-22T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7128,prod,payments,2026-07-22T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6219,prod,payments,2026-07-22T12:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5929,prod,payments,2026-07-22T13:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.8010,prod,payments,2026-07-22T14:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4125,prod,payments,2026-07-22T15:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3363,prod,payments,2026-07-22T16:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7112,prod,payments,2026-07-22T17:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3914,prod,payments,2026-07-22T18:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.8448,prod,payments,2026-07-22T19:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7781,prod,payments,2026-07-22T20:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5995,prod,payments,2026-07-22T21:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3344,prod,payments,2026-07-22T22:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7976,prod,payments,2026-07-22T23:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7770,prod,payments,2026-07-23T00:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4381,prod,payments,2026-07-23T01:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3712,prod,payments,2026-07-23T02:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.8205,prod,payments,2026-07-23T03:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5474,prod,payments,2026-07-23T04:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4129,prod,payments,2026-07-23T05:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6774,prod,payments,2026-07-23T06:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5355,prod,payments,2026-07-23T07:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5076,prod,payments,2026-07-23T08:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4275,prod,payments,2026-07-23T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.8086,prod,payments,2026-07-23T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7978,prod,payments,2026-07-23T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3507,prod,payments,2026-07-23T12:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7895,prod,payments,2026-07-23T13:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5141,prod,payments,2026-07-23T14:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4882,prod,payments,2026-07-23T15:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7455,prod,payments,2026-07-23T16:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.8386,prod,payments,2026-07-23T17:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6120,prod,payments,2026-07-23T18:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.8316,prod,payments,2026-07-23T19:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4418,prod,payments,2026-07-23T20:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7868,prod,payments,2026-07-23T21:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.8604,prod,payments,2026-07-23T22:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7287,prod,payments,2026-07-23T23:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4730,prod,payments,2026-07-24T00:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7739,prod,payments,2026-07-24T01:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.8149,prod,payments,2026-07-24T02:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6137,prod,payments,2026-07-24T03:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6408,prod,payments,2026-07-24T04:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5029,prod,payments,2026-07-24T05:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3999,prod,payments,2026-07-24T06:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7867,prod,payments,2026-07-24T07:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.8537,prod,payments,2026-07-24T08:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3655,prod,payments,2026-07-24T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7339,prod,payments,2026-07-24T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6712,prod,payments,2026-07-24T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6190,prod,payments,2026-07-24T12:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7045,prod,payments,2026-07-24T13:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4229,prod,payments,2026-07-24T14:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6949,prod,payments,2026-07-24T15:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5574,prod,payments,2026-07-24T16:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7028,prod,payments,2026-07-24T17:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4567,prod,payments,2026-07-24T18:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4226,prod,payments,2026-07-24T19:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4121,prod,payments,2026-07-24T20:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6063,prod,payments,2026-07-24T21:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4426,prod,payments,2026-07-24T22:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5512,prod,payments,2026-07-24T23:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6538,prod,payments,2026-07-25T00:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3076,prod,payments,2026-07-25T01:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5681,prod,payments,2026-07-25T02:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2631,prod,payments,2026-07-25T03:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3044,prod,payments,2026-07-25T04:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7124,prod,payments,2026-07-25T05:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2709,prod,payments,2026-07-25T06:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6415,prod,payments,2026-07-25T07:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3690,prod,payments,2026-07-25T08:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3743,prod,payments,2026-07-25T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3759,prod,payments,2026-07-25T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5253,prod,payments,2026-07-25T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5237,prod,payments,2026-07-25T12:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7425,prod,payments,2026-07-25T13:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5840,prod,payments,2026-07-25T14:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5922,prod,payments,2026-07-25T15:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4585,prod,payments,2026-07-25T16:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5776,prod,payments,2026-07-25T17:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5016,prod,payments,2026-07-25T18:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3041,prod,payments,2026-07-25T19:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5828,prod,payments,2026-07-25T20:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7431,prod,payments,2026-07-25T21:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3520,prod,payments,2026-07-25T22:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2901,prod,payments,2026-07-25T23:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7283,prod,payments,2026-07-26T00:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6712,prod,payments,2026-07-26T01:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3826,prod,payments,2026-07-26T02:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2936,prod,payments,2026-07-26T03:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5431,prod,payments,2026-07-26T04:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6019,prod,payments,2026-07-26T05:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.5104,prod,payments,2026-07-26T06:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6613,prod,payments,2026-07-26T07:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.2997,prod,payments,2026-07-26T08:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6843,prod,payments,2026-07-26T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.4847,prod,payments,2026-07-26T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.3342,prod,payments,2026-07-26T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7404,prod,payments,2026-07-26T12:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.7645,prod,payments,2026-07-26T13:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6087,prod,payments,2026-07-26T14:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,2.6267,prod,payments,2026-07-26T15:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5130,staging,payments,2026-07-13T07:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4919,staging,payments,2026-07-13T08:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4526,staging,payments,2026-07-13T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4782,staging,payments,2026-07-13T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5311,staging,payments,2026-07-13T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4742,staging,payments,2026-07-13T12:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5180,staging,payments,2026-07-13T13:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5226,staging,payments,2026-07-13T14:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5164,staging,payments,2026-07-13T15:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4702,staging,payments,2026-07-13T16:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5436,staging,payments,2026-07-13T17:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5043,staging,payments,2026-07-13T18:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5357,staging,payments,2026-07-14T07:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5301,staging,payments,2026-07-14T08:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4781,staging,payments,2026-07-14T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5414,staging,payments,2026-07-14T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5120,staging,payments,2026-07-14T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4569,staging,payments,2026-07-14T12:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4731,staging,payments,2026-07-14T13:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5179,staging,payments,2026-07-14T14:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5443,staging,payments,2026-07-14T15:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4845,staging,payments,2026-07-14T16:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5138,staging,payments,2026-07-14T17:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4897,staging,payments,2026-07-14T18:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5209,staging,payments,2026-07-15T07:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4643,staging,payments,2026-07-15T08:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4854,staging,payments,2026-07-15T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5115,staging,payments,2026-07-15T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4670,staging,payments,2026-07-15T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4701,staging,payments,2026-07-15T12:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4765,staging,payments,2026-07-15T13:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5417,staging,payments,2026-07-15T14:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4733,staging,payments,2026-07-15T15:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4784,staging,payments,2026-07-15T16:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5373,staging,payments,2026-07-15T17:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5063,staging,payments,2026-07-15T18:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4935,staging,payments,2026-07-16T07:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4666,staging,payments,2026-07-16T08:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5225,staging,payments,2026-07-16T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5287,staging,payments,2026-07-16T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5347,staging,payments,2026-07-16T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4751,staging,payments,2026-07-16T12:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5237,staging,payments,2026-07-16T13:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5435,staging,payments,2026-07-16T14:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4745,staging,payments,2026-07-16T15:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5462,staging,payments,2026-07-16T16:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4692,staging,payments,2026-07-16T17:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5076,staging,payments,2026-07-16T18:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5021,staging,payments,2026-07-17T07:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5264,staging,payments,2026-07-17T08:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4972,staging,payments,2026-07-17T09:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.4711,staging,payments,2026-07-17T10:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5143,staging,payments,2026-07-17T11:00:00Z,atlas-org-payments
MongoDB,atlas_cluster,checkout-api,0.5068,staging,payments,2026-07-17T12:00:00Z,atlas-org-payments
